ts,seq,cmd_type,relay_rtt_ms,authority
190.534,3705,speedl,23,operator
190.554,3706,speedl,23,operator
190.575,3707,speedl,23,operator
190.594,3708,speedl,23,operator
190.614,3709,speedl,23,operator
190.634,3710,speedl,35,operator
190.654,3711,speedl,35,operator
190.674,3712,speedl,35,operator
190.695,3713,speedl,35,operator
190.715,3714,speedl,35,operator
190.734,3715,speedl,35,operator
190.754,3716,speedl,35,operator
190.774,3717,speedl,35,operator
190.794,3718,speedl,35,operator
190.813,3719,speedl,35,operator
190.834,3720,speedl,35,operator
190.855,3721,speedl,35,operator
190.874,3722,speedl,35,operator
190.894,3723,speedl,35,operator
190.913,3724,speedl,48,operator
190.934,3725,speedl,48,operator
190.953,3726,speedl,48,operator
190.974,3727,speedl,48,operator
190.995,3728,speedl,48,operator
191.014,3729,speedl,48,operator
191.035,3730,speedl,48,operator
191.054,3731,speedl,48,operator
191.074,3732,speedl,48,operator
191.095,3733,speedl,48,operator
191.114,3734,speedl,48,operator
191.134,3735,speedl,33,operator
191.155,3736,speedl,33,operator
191.174,3737,speedl,33,operator
191.194,3738,speedl,33,operator
191.215,3739,speedl,33,operator
191.234,3740,speedl,33,operator
191.255,3741,speedl,33,operator
191.274,3742,speedl,33,operator
191.294,3743,speedl,33,operator
191.314,3744,speedl,33,operator
191.333,3745,speedl,33,operator
191.354,3746,speedl,33,operator
191.375,3747,speedl,33,operator
191.394,3748,speedl,53,operator
191.414,3749,speedl,53,operator
191.434,3750,speedl,53,operator
191.453,3751,speedl,53,operator
191.474,3752,speedl,53,operator
191.494,3753,speedl,53,operator
191.514,3754,speedl,53,operator
191.534,3755,speedl,53,operator
191.551,3756,speedl_stop,53,operator
191.551,3757,speedl_stop,53,operator
191.56,3758,speedl_stop,53,operator
191.574,3759,speedl_stop,53,operator
191.585,3760,speedl_stop,53,operator
192.885,3761,speedl_stop,49,operator
192.91,3762,speedl,60,operator
192.925,3763,speedl,60,operator
192.946,3764,speedl,60,operator
192.964,3765,speedl,60,operator
192.984,3766,speedl,60,operator
193.005,3767,speedl,60,operator
193.024,3768,speedl,60,operator
193.046,3769,speedl,60,operator
193.065,3770,speedl,60,operator
193.084,3771,speedl,60,operator
193.105,3772,speedl,60,operator
193.124,3773,speedl,38,operator
193.145,3774,speedl,38,operator
193.166,3775,speedl,38,operator
193.185,3776,speedl,38,operator
193.204,3777,speedl,38,operator
193.225,3778,speedl,38,operator
193.244,3779,speedl,38,operator
193.265,3780,speedl,38,operator
193.284,3781,speedl,38,operator
193.305,3782,speedl,38,operator
193.324,3783,speedl,38,operator
193.344,3784,speedl,38,operator
193.365,3785,speedl,38,operator
193.384,3786,speedl,34,operator
193.405,3787,speedl,34,operator
193.425,3788,speedl,34,operator
193.445,3789,speedl,34,operator
193.465,3790,speedl,34,operator
193.484,3791,speedl,34,operator
193.505,3792,speedl,34,operator
193.525,3793,speedl,34,operator
193.544,3794,speedl,34,operator
193.564,3795,speedl,34,operator
193.585,3796,speedl,34,operator
193.604,3797,speedl,34,operator
193.624,3798,speedl,34,operator
193.645,3799,speedl,47,operator
193.665,3800,speedl,47,operator
193.685,3801,speedl,47,operator
193.704,3802,speedl,47,operator
193.725,3803,speedl,47,operator
193.745,3804,speedl,47,operator
193.764,3805,speedl,47,operator
193.785,3806,speedl,47,operator
193.804,3807,speedl,47,operator
193.825,3808,speedl,47,operator
193.844,3809,speedl,47,operator
193.865,3810,speedl,47,operator
193.884,3811,speedl,47,operator
193.904,3812,speedl,49,operator
193.925,3813,speedl,49,operator
193.944,3814,speedl,49,operator
193.964,3815,speedl,49,operator
193.984,3816,speedl,49,operator
194.004,3817,speedl,49,operator
194.024,3818,speedl,49,operator
194.045,3819,speedl,49,operator
194.065,3820,speedl,49,operator
194.084,3821,speedl,49,operator
194.104,3822,speedl,49,operator
194.124,3823,speedl,49,operator
194.145,3824,speedl,33,operator
194.164,3825,speedl,33,operator
194.184,3826,speedl,33,operator
194.205,3827,speedl,33,operator
194.225,3828,speedl,33,operator
194.244,3829,speedl,33,operator
194.265,3830,speedl,33,operator
194.285,3831,speedl,33,operator
194.304,3832,speedl,33,operator
194.324,3833,speedl,33,operator
194.345,3834,speedl,33,operator
194.365,3835,speedl,33,operator
194.384,3836,speedl,33,operator
194.404,3837,speedl,47,operator
194.424,3838,speedl,47,operator
194.445,3839,speedl,47,operator
194.465,3840,speedl,47,operator
194.484,3841,speedl,47,operator
194.504,3842,speedl,47,operator
194.524,3843,speedl,47,operator
194.545,3844,speedl,47,operator
194.565,3845,speedl,47,operator
194.584,3846,speedl,47,operator
194.604,3847,speedl,47,operator
194.624,3848,speedl,20,operator
194.645,3849,speedl,20,operator
194.664,3850,speedl,20,operator
194.685,3851,speedl,20,operator
194.705,3852,speedl,20,operator
194.724,3853,speedl,20,operator
194.744,3854,speedl,20,operator
194.765,3855,speedl,20,operator
194.784,3856,speedl,20,operator
194.804,3857,speedl,20,operator
194.824,3858,speedl,20,operator
194.844,3859,speedl,20,operator
194.864,3860,speedl,20,operator
194.884,3861,speedl,37,operator
194.904,3862,speedl,37,operator
194.924,3863,speedl,37,operator
194.945,3864,speedl,37,operator
194.964,3865,speedl,37,operator
194.985,3866,speedl,37,operator
195.004,3867,speedl,37,operator
195.024,3868,speedl,37,operator
195.044,3869,speedl,37,operator
195.064,3870,speedl,37,operator
195.085,3871,speedl,37,operator
195.105,3872,speedl,37,operator
195.124,3873,speedl,37,operator
195.144,3874,speedl,41,operator
195.164,3875,speedl,41,operator
195.184,3876,speedl,41,operator
195.204,3877,speedl,41,operator
195.224,3878,speedl,41,operator
195.245,3879,speedl,41,operator
195.264,3880,speedl,41,operator
195.284,3881,speedl,41,operator
195.304,3882,speedl,41,operator
195.324,3883,speedl,41,operator
195.344,3884,speedl,41,operator
195.364,3885,speedl,17,operator
195.384,3886,speedl,17,operator
195.404,3887,speedl,17,operator
195.424,3888,speedl,17,operator
195.445,3889,speedl,17,operator
195.465,3890,speedl,17,operator
195.484,3891,speedl,17,operator
195.504,3892,speedl,17,operator
195.524,3893,speedl,17,operator
195.525,3894,speedl_stop,17,operator
195.525,3895,speedl_stop,17,operator
195.539,3896,speedl_stop,17,operator
197.843,3897,speedl,18,operator
197.853,3898,speedl,18,operator
197.872,3899,speedl,29,operator
197.895,3900,speedl,29,operator
197.912,3901,speedl,29,operator
197.932,3902,speedl,29,operator
197.953,3903,speedl,29,operator
197.974,3904,speedl,29,operator
197.992,3905,speedl,29,operator
198.012,3906,speedl,29,operator
198.032,3907,speedl,29,operator
198.052,3908,speedl,29,operator
198.073,3909,speedl,29,operator
198.093,3910,speedl,29,operator
198.113,3911,speedl,29,operator
198.133,3912,speedl,38,operator
198.153,3913,speedl,38,operator
198.173,3914,speedl,38,operator
198.196,3915,speedl,38,operator
198.213,3916,speedl,38,operator
198.234,3917,speedl,38,operator
198.253,3918,speedl,38,operator
198.272,3919,speedl,38,operator
198.294,3920,speedl,38,operator
198.312,3921,speedl,38,operator
198.334,3922,speedl,38,operator
198.354,3923,speedl,38,operator
198.374,3924,speedl,38,operator
198.392,3925,speedl,38,operator
198.413,3926,speedl,60,operator
198.432,3927,speedl,60,operator
198.452,3928,speedl,60,operator
198.474,3929,speedl,60,operator
198.493,3930,speedl,60,operator
198.513,3931,speedl,60,operator
198.532,3932,speedl,60,operator
198.554,3933,speedl,60,operator
198.573,3934,speedl,60,operator
198.594,3935,speedl,60,operator
198.612,3936,speedl,60,operator
198.632,3937,speedl,34,operator
198.652,3938,speedl,34,operator
198.673,3939,speedl,34,operator
198.694,3940,speedl,34,operator
198.714,3941,speedl,34,operator
198.732,3942,speedl,34,operator
198.753,3943,speedl,34,operator
198.774,3944,speedl,34,operator
198.795,3945,speedl,34,operator
198.813,3946,speedl,34,operator
198.833,3947,speedl,34,operator
198.853,3948,speedl,34,operator
198.873,3949,speedl,34,operator
198.893,3950,speedl,22,operator
198.912,3951,speedl,22,operator
198.933,3952,speedl,22,operator
198.953,3953,speedl,22,operator
198.973,3954,speedl,22,operator
198.995,3955,speedl,22,operator
198.998,3956,speedl_stop,22,operator
199.005,3957,speedl_stop,22,operator
199.005,3958,speedl_stop,22,operator
268.028,3959,movel,16,operator
300.046,3960,movel,42,operator
318.695,3961,movel,17,operator
334.379,3962,movel,35,operator
372.216,3963,freedrive_start,79,operator
379.703,3964,freedrive_stop,77,operator
379.703,3965,speedl_stop,77,operator
379.703,3966,speedl_stop,77,operator
380.539,3967,freedrive_start,129,operator
380.594,3968,freedrive_stop,129,operator
380.595,3969,speedl_stop,129,operator
380.595,3970,speedl_stop,129,operator
381.156,3971,freedrive_start,47,operator
389.207,3972,freedrive_stop,22,operator
390.504,3973,freedrive_start,31,operator
391.37,3974,freedrive_stop,42,operator
392.317,3975,speedl_stop,67,operator
392.338,3976,speedl_stop,67,operator
392.357,3977,speedl_stop,67,operator
392.377,3978,speedl_stop,67,operator
392.397,3979,speedl_stop,56,operator
392.42,3980,speedl_stop,56,operator
392.437,3981,speedl_stop,56,operator
392.457,3982,speedl_stop,56,operator
392.477,3983,speedl_stop,56,operator
392.497,3984,speedl_stop,56,operator
392.519,3985,speedl_stop,56,operator
392.539,3986,speedl_stop,56,operator
392.557,3987,speedl_stop,56,operator
392.577,3988,speedl_stop,56,operator
392.598,3989,speedl_stop,56,operator
392.617,3990,speedl_stop,56,operator
392.637,3991,speedl_stop,33,operator
392.658,3992,speedl_stop,33,operator
392.677,3993,speedl_stop,33,operator
392.697,3994,speedl_stop,33,operator
392.72,3995,speedl_stop,33,operator
392.737,3996,speedl_stop,33,operator
392.757,3997,speedl_stop,33,operator
392.777,3998,speedl_stop,33,operator
392.799,3999,speedl_stop,33,operator
392.82,4000,speedl_stop,33,operator
392.837,4001,speedl_stop,33,operator
392.859,4002,speedl_stop,33,operator
392.878,4003,speedl_stop,33,operator
392.898,4004,speedl_stop,82,operator
392.917,4005,speedl_stop,82,operator
392.937,4006,speedl_stop,82,operator
392.957,4007,speedl_stop,82,operator
392.977,4008,speedl_stop,82,operator
392.997,4009,speedl_stop,82,operator
393.02,4010,speedl_stop,82,operator
393.039,4011,speedl_stop,82,operator
393.057,4012,speedl_stop,82,operator
393.077,4013,speedl_stop,82,operator
393.099,4014,speedl_stop,82,operator
393.12,4015,speedl_stop,82,operator
393.137,4016,speedl_stop,82,operator
393.157,4017,speedl_stop,35,operator
393.177,4018,speedl_stop,35,operator
393.197,4019,speedl_stop,35,operator
393.217,4020,speedl_stop,35,operator
393.237,4021,speedl_stop,35,operator
393.258,4022,speedl_stop,35,operator
393.278,4023,speedl_stop,35,operator
393.297,4024,speedl_stop,35,operator
393.319,4025,speedl_stop,35,operator
393.337,4026,speedl_stop,35,operator
393.358,4027,speedl_stop,35,operator
393.377,4028,speedl_stop,35,operator
393.398,4029,speedl_stop,26,operator
393.417,4030,speedl_stop,26,operator
393.438,4031,speedl_stop,26,operator
393.458,4032,speedl_stop,26,operator
393.477,4033,speedl_stop,26,operator
393.497,4034,speedl_stop,26,operator
393.52,4035,speedl_stop,26,operator
393.537,4036,speedl_stop,26,operator
393.558,4037,speedl_stop,26,operator
393.566,4038,speedl_stop,26,operator
394.217,4048,speedl,110,operator
394.237,4049,speedl,110,operator
394.257,4050,speedl,110,operator
394.278,4051,speedl,110,operator
394.297,4052,speedl,110,operator
394.318,4053,speedl,110,operator
394.337,4054,speedl,110,operator
394.357,4055,speedl,110,operator
394.377,4056,speedl,110,operator
394.397,4057,speedl,57,operator
394.42,4058,speedl,57,operator
394.437,4059,speedl,57,operator
394.458,4060,speedl,57,operator
394.477,4061,speedl,57,operator
394.497,4062,speedl,57,operator
394.52,4063,speedl,57,operator
394.537,4064,speedl,57,operator
394.558,4065,speedl,57,operator
394.579,4066,speedl,57,operator
394.599,4067,speedl,57,operator
394.619,4068,speedl,57,operator
394.637,4069,speedl,57,operator
394.658,4070,speedl,57,operator
394.677,4071,speedl,57,operator
394.697,4072,speedl,57,operator
394.718,4073,speedl,57,operator
394.737,4074,speedl,57,operator
394.758,4075,speedl,57,operator
394.778,4076,speedl,57,operator
394.797,4077,speedl,202,operator
394.821,4078,speedl,202,operator
394.837,4079,speedl,202,operator
394.857,4080,speedl,202,operator
394.877,4081,speedl,202,operator
394.897,4082,speedl,51,operator
394.921,4083,speedl,51,operator
394.937,4084,speedl,51,operator
394.957,4085,speedl,51,operator
394.978,4086,speedl,51,operator
394.998,4087,speedl,51,operator
395.02,4088,speedl,51,operator
395.038,4089,speedl,51,operator
395.057,4090,speedl,51,operator
395.078,4091,speedl,51,operator
395.097,4092,speedl,51,operator
395.117,4093,speedl,51,operator
395.137,4094,speedl,30,operator
395.157,4095,speedl,30,operator
395.177,4096,speedl,30,operator
395.198,4097,speedl,30,operator
395.22,4098,speedl,30,operator
395.237,4099,speedl,30,operator
395.257,4100,speedl,30,operator
395.277,4101,speedl,30,operator
395.297,4102,speedl,30,operator
395.32,4103,speedl,30,operator
395.337,4104,speedl,30,operator
395.359,4105,speedl,30,operator
395.378,4106,speedl,30,operator
395.397,4107,speedl,30,operator
395.42,4108,speedl,57,operator
395.438,4109,speedl,57,operator
395.457,4110,speedl,57,operator
395.479,4111,speedl,57,operator
395.499,4112,speedl,57,operator
395.519,4113,speedl,57,operator
395.538,4114,speedl,57,operator
395.557,4115,speedl,57,operator
395.577,4116,speedl,57,operator
395.597,4117,speedl,57,operator
395.617,4118,speedl,57,operator
395.637,4119,speedl,28,operator
395.657,4120,speedl,28,operator
395.677,4121,speedl,28,operator
395.697,4122,speedl,28,operator
395.717,4123,speedl,28,operator
395.737,4124,speedl,28,operator
395.757,4125,speedl,28,operator
395.777,4126,speedl,28,operator
395.797,4127,speedl,28,operator
395.819,4128,speedl,28,operator
395.837,4129,speedl,28,operator
395.857,4130,speedl,28,operator
395.877,4131,speedl,28,operator
395.897,4132,speedl,28,operator
395.917,4133,speedl,28,operator
395.937,4134,speedl,28,operator
395.957,4135,speedl,28,operator
395.977,4136,speedl,113,operator
395.997,4137,speedl,113,operator
396.017,4138,speedl,113,operator
396.037,4139,speedl,113,operator
396.058,4140,speedl,113,operator
396.078,4141,speedl,113,operator
396.097,4142,speedl,113,operator
396.117,4143,speedl,113,operator
396.137,4144,speedl,35,operator
396.157,4145,speedl,35,operator
396.177,4146,speedl,35,operator
396.197,4147,speedl,35,operator
396.217,4148,speedl,35,operator
396.237,4149,speedl,35,operator
396.257,4150,speedl,35,operator
396.277,4151,speedl,35,operator
396.297,4152,speedl,35,operator
396.321,4153,speedl,35,operator
396.337,4154,speedl,35,operator
396.357,4155,speedl,35,operator
396.377,4156,speedl,35,operator
396.386,4157,speedl_stop,35,operator
396.459,4158,speedl_stop,56,operator
396.459,4159,speedl_stop,56,operator
398.867,4160,speedl_stop,42,operator
398.887,4161,speedl_stop,42,operator
398.918,4162,speedl,27,operator
398.928,4163,speedl,27,operator
398.949,4164,speedl,27,operator
398.967,4165,speedl,27,operator
398.987,4166,speedl,27,operator
399.008,4167,speedl,27,operator
399.027,4168,speedl,27,operator
399.047,4169,speedl,27,operator
399.068,4170,speedl,27,operator
399.087,4171,speedl,27,operator
399.107,4172,speedl,27,operator
399.128,4173,speedl,27,operator
399.147,4174,speedl,87,operator
399.168,4175,speedl,87,operator
399.189,4176,speedl,87,operator
399.208,4177,speedl,87,operator
399.228,4178,speedl,87,operator
399.248,4179,speedl,87,operator
399.268,4180,speedl,87,operator
399.287,4181,speedl,87,operator
399.307,4182,speedl,87,operator
399.328,4183,speedl,87,operator
399.348,4184,speedl,87,operator
399.367,4185,speedl,87,operator
399.387,4186,speedl,87,operator
399.407,4187,speedl,87,operator
399.428,4188,speedl,58,operator
399.448,4189,speedl,58,operator
399.471,4190,speedl,58,operator
399.489,4191,speedl,58,operator
399.508,4192,speedl,58,operator
399.528,4193,speedl,58,operator
399.547,4194,speedl,58,operator
399.567,4195,speedl,58,operator
399.588,4196,speedl,58,operator
399.607,4197,speedl,58,operator
399.628,4198,speedl,58,operator
399.647,4199,speedl,58,operator
399.667,4200,speedl,48,operator
399.688,4201,speedl,48,operator
399.707,4202,speedl,48,operator
399.727,4203,speedl,48,operator
399.747,4204,speedl,48,operator
399.77,4205,speedl,48,operator
399.788,4206,speedl,48,operator
399.807,4207,speedl,48,operator
399.828,4208,speedl,48,operator
399.848,4209,speedl,48,operator
399.867,4210,speedl,48,operator
399.889,4211,speedl,48,operator
399.907,4212,speedl,46,operator
399.927,4213,speedl,46,operator
399.947,4214,speedl,46,operator
399.968,4215,speedl,46,operator
399.987,4216,speedl,46,operator
400.007,4217,speedl,46,operator
400.028,4218,speedl,46,operator
400.047,4219,speedl,46,operator
400.068,4220,speedl,46,operator
400.087,4221,speedl,46,operator
400.108,4222,speedl,46,operator
400.127,4223,speedl,46,operator
400.147,4224,speedl,46,operator
400.167,4225,speedl,46,operator
400.187,4226,speedl,46,operator
400.205,4227,speedl_stop,46,operator
400.205,4228,speedl_stop,46,operator
400.21,4229,speedl_stop,46,operator
