ts,rtt_ms,jitter_ms,ack_latency_ms,kind,authority,vcap,lost,event
348.47,45.0,24.569493279268094,,pong,operator,0.975,0,
348.714,39.0,24.364933818912785,,pong,operator,1,0,
348.957,32.0,24.474680794649803,,pong,operator,1,0,
349.254,85.0,25.521510535232824,,pong,operator,1,0,
349.466,41.0,24.974186673443437,,pong,operator,0.825,0,
349.694,23.0,25.49210662146226,,pong,operator,1,0,
349.955,36.0,25.414759491287736,,pong,operator,1,0,
350.205,30.0,25.56261919287615,,pong,operator,1,0,
350.497,77.0,25.619328640696267,,pong,operator,1,0,
350.732,56.0,25.426560915703877,,pong,operator,0.865,0,
350.956,30.0,25.462276017669744,,pong,operator,0.97,0,
351.211,33.0,25.23979991996767,,pong,operator,1,0,
351.454,32.0,24.373140954747708,,pong,operator,1,0,
351.956,280.0,55.72019382593711,,pong,operator,1,0,
351.982,56.0,54.65242446589172,,pong,operator,0.25,0,
352.201,29.0,54.751255693362864,,pong,operator,0.97,0,
352.508,83.0,54.50584831006669,,pong,operator,1,0,
352.693,20.0,54.9762448699436,,pong,operator,0.835,0,
352.965,46.0,54.5283412548007,,pong,operator,1,0,
353.211,35.0,54.72787224075133,,pong,operator,1,0,
353.484,59.0,54.67988661290366,,pong,operator,1,0,
353.743,67.0,54.582506355058484,,pong,operator,0.955,0,
353.958,32.0,54.582506355058484,,pong,operator,0.915,0,
354.233,58.0,54.218331770721235,,pong,operator,1,0,
354.562,139.0,56.98550254231333,,pong,operator,0.96,0,
354.727,55.0,56.34028310188013,,pong,operator,0.5549999999999999,0,
354.964,38.0,56.294648946414085,,pong,operator,0.975,0,
355.246,76.0,55.847537994078124,,pong,operator,1,0,
355.468,40.0,56.03356137173506,,pong,operator,0.87,0,
355.711,35.0,56.35448074465774,,pong,operator,1,0,
355.946,21.0,56.64459374026792,,pong,operator,1,0,
356.221,48.0,56.358207033226314,,pong,operator,1,0,
356.482,61.0,55.9275424098002,,pong,operator,1,0,
356.714,43.0,25.968201709013275,,pong,operator,0.945,0,
356.956,36.0,26.181052308874065,,pong,operator,1,0,
357.247,69.0,25.94701331560147,,pong,operator,1,0,
357.501,75.0,25.540702809437327,,pong,operator,0.905,0,
357.743,67.0,24.57234217570641,,pong,operator,0.875,0,
357.966,40.0,24.716593616435095,,pong,operator,0.915,0,
358.226,48.0,24.35831480213687,,pong,operator,1,0,
358.45,24.0,25.273306075778848,,pong,operator,1,0,
358.697,21.0,26.030943125442075,,pong,operator,1,0,
358.96,32.0,26.03094312544208,,pong,operator,1,0,
359.211,33.0,26.278270491034984,,pong,operator,1,0,
359.465,44.0,16.559287424282484,,pong,operator,1,0,
359.748,79.0,18.023595645708433,,pong,operator,1,0,
360.023,95.0,20.75397552277635,,pong,operator,0.855,0,
360.206,30.0,20.21503153596353,,pong,operator,0.775,0,
360.456,30.0,20.504816507347734,,pong,operator,1,0,
360.718,41.0,20.377131790318284,,pong,operator,1,0,
360.974,48.0,19.49512759640213,,pong,operator,1,0,
361.226,50.0,19.49897433200013,,pong,operator,1,0,
361.451,25.0,19.901004999748128,,pong,operator,1,0,
361.728,52.0,19.918521531479186,,pong,operator,1,0,
361.976,50.0,19.766828273650784,,pong,operator,0.99,0,
362.217,42.0,19.175765956018545,,pong,operator,1,0,
362.474,51.0,18.06073088222069,,pong,operator,1,0,
362.691,18.0,18.24630099499622,,pong,operator,0.995,0,
362.959,35.0,18.315021157508937,,pong,operator,1,0,
363.21,36.0,18.318296864064628,,pong,operator,1,0,
363.438,16.0,18.784035775093702,,pong,operator,1,0,
363.749,78.0,19.770875043861867,,pong,operator,1,0,
363.997,76.0,20.711047776488762,,pong,operator,0.86,0,
364.235,59.0,20.64188702614177,,pong,operator,0.87,0,
364.492,66.0,20.99589245543042,,pong,operator,0.955,0,
364.737,61.0,20.04862838201157,,pong,operator,0.92,0,
365.099,173.0,32.52579745371357,,pong,operator,0.945,0,
365.204,30.0,32.52579745371357,,pong,operator,0.25,0,
365.439,17.0,33.08111243595052,,pong,operator,1,0,
365.707,31.0,33.306305709279734,,pong,operator,1,0,
365.998,72.0,33.61829858871505,,pong,operator,1,0,
366.222,46.0,33.64089772880623,,pong,operator,0.89,0,
366.485,59.0,33.10347413792093,,pong,operator,1,0,
366.749,74.0,33.40284419027817,,pong,operator,0.955,0,
366.957,35.0,33.662850443775554,,pong,operator,0.88,0,
367.21,36.0,33.79271371168643,,pong,operator,1,0,
367.456,34.0,34.056423769973264,,pong,operator,1,0,
367.715,39.0,33.28854908222946,,pong,operator,1,0,
367.95,23.0,33.7245830218848,,pong,operator,1,0,
368.265,92.0,34.508368550251696,,pong,operator,1,0,
368.457,31.0,33.789643383735196,,pong,operator,0.79,0,
368.711,35.0,33.727548087579684,,pong,operator,1,0,
368.982,56.0,33.36836076285439,,pong,operator,1,0,
369.209,34.0,33.60446398917858,,pong,operator,0.97,0,
369.45,28.0,33.84390639391381,,pong,operator,1,0,
369.705,31.0,34.00088234149226,,pong,operator,1,0,
369.997,76.0,19.956139406207807,,pong,operator,1,0,
370.213,37.0,19.76891499298836,,pong,operator,0.87,0,
370.482,56.0,18.883524565080535,,pong,operator,1,0,
370.696,20.0,19.470747289202848,,pong,operator,0.97,0,
370.967,40.0,18.536180836407482,,pong,operator,1,0,
371.208,32.0,18.714700104463336,,pong,operator,1,0,
371.463,40.0,18.377907933168018,,pong,operator,1,0,
371.711,32.0,17.000808804289285,,pong,operator,1,0,
371.953,26.0,17.25369525637914,,pong,operator,1,0,
372.253,77.0,19.014402436048314,,pong,operator,1,0,
372.462,36.0,18.977552529238324,,pong,operator,0.865,0,
372.95,275.0,54.163894800872654,,pong,operator,1,0,
372.966,43.0,53.76827596269012,,pong,operator,0.25,0,
373.214,42.0,53.14157976575405,,pong,operator,1,0,
373.436,16.0,53.541946173070706,,pong,operator,1,0,
373.695,18.0,53.93224916504039,,pong,operator,1,0,
373.953,27.0,54.16096380235492,,pong,operator,1,0,
374.206,30.0,54.22444098374828,,pong,operator,1,0,
374.463,36.0,54.09667272577862,,pong,operator,1,0,
374.706,29.0,54.13261493776188,,pong,operator,1,0,
374.995,73.0,54.062810692748855,,pong,operator,1,0,
375.208,37.0,54.062810692748855,,pong,operator,0.885,0,
375.457,30.0,54.19730159334503,,pong,operator,1,0,
375.715,42.0,53.84094631412044,,pong,operator,1,0,
375.965,44.0,53.81438004845917,,pong,operator,1,0,
376.207,30.0,53.84818938460234,,pong,operator,1,0,
376.496,67.0,53.94024471579639,,pong,operator,1,0,
376.713,35.0,53.89274069853936,,pong,operator,0.915,0,
376.957,30.0,53.80824750909475,,pong,operator,1,0,
377.215,38.0,53.53120585228769,,pong,operator,1,0,
377.523,98.0,54.48118941432905,,pong,operator,1,0,
377.72,46.0,18.773585166398025,,pong,operator,0.76,0,
377.966,45.0,18.791686991858928,,pong,operator,1,0,
378.188,18.0,19.422860242508055,,pong,operator,1,0,
378.452,32.0,18.758664664628984,,pong,operator,1,0,
378.723,44.0,18.059554258065173,,pong,operator,1,0,
378.959,32.0,17.890220792377047,,pong,operator,1,0,
379.209,29.0,17.924494414069258,,pong,operator,1,0,
379.458,31.0,18.037461018668896,,pong,operator,1,0,
379.709,32.0,17.94512468610904,,pong,operator,1,0,
379.946,19.0,17.06597492087692,,pong,operator,1,0,
380.213,37.0,17.06597492087692,,pong,operator,1,0,
380.45,25.0,17.231076576929258,,pong,operator,1,0,
380.706,32.0,17.273100474437122,,pong,operator,1,0,
380.954,28.0,17.356266879718117,,pong,operator,1,0,
381.232,56.0,17.723148704448654,,pong,operator,1,0,
381.469,43.0,16.53934702459562,,pong,operator,0.97,0,
381.704,29.0,16.63610531344401,,pong,operator,1,0,
381.979,57.0,17.086471256523392,,pong,operator,1,0,
382.201,30.0,17.188004538049206,,pong,operator,0.965,0,
382.471,51.0,10.91146186356347,,pong,operator,1,0,
382.77,99.0,17.50849793671633,,pong,operator,0.995,0,
382.969,42.0,17.464535493393463,,pong,operator,0.755,0,
383.26,83.0,19.332550271498068,,pong,operator,1,0,
383.469,42.0,19.20800614327265,,pong,operator,0.835,0,
383.716,39.0,19.213536894595954,,pong,operator,1,0,
383.986,59.0,19.424919562253017,,pong,operator,1,0,
384.192,17.0,20.02866695514207,,pong,operator,0.955,0,
384.452,29.0,20.090980563426964,,pong,operator,1,0,
384.761,92.0,22.626256871166298,,pong,operator,1,0,
385.0,73.0,22.530590316278886,,pong,operator,0.79,0,
385.257,80.0,23.398931599541037,,pong,operator,0.885,0,
385.479,50.0,22.670410230077444,,pong,operator,0.85,0,
385.755,78.0,22.902565358492048,,pong,operator,1,0,
385.988,61.0,22.15739154322999,,pong,operator,0.86,0,
386.323,147.0,29.813545579149086,,pong,operator,0.945,0,
386.463,38.0,29.975990392312312,,pong,operator,0.515,0,
386.691,15.0,30.83812575368354,,pong,operator,1,0,
387.036,112.0,32.91090244888463,,pong,operator,1,0,
387.233,60.0,32.098714927548116,,pong,operator,0.69,0,
387.499,78.0,32.118686149965725,,pong,operator,0.95,0,
387.733,56.0,31.176072555727735,,pong,operator,0.86,0,
387.959,30.0,31.67723946305928,,pong,operator,0.97,0,
388.207,30.0,32.020462207782074,,pong,operator,1,0,
388.472,45.0,31.946009140423165,,pong,operator,1,0,
388.696,19.0,32.870161240857946,,pong,operator,1,0,
388.963,36.0,33.23116007604911,,pong,operator,1,0,
389.206,29.0,32.6004601194523,,pong,operator,1,0,
389.435,14.0,33.41896916423366,,pong,operator,1,0,
389.714,34.0,32.779376138053635,,pong,operator,1,0,
389.958,32.0,32.82468583246457,,pong,operator,1,0,
390.254,78.0,32.74278546489287,,pong,operator,1,0,
390.464,36.0,32.92931824377783,,pong,operator,0.86,0,
390.731,54.0,32.37066573303675,,pong,operator,1,0,
390.968,41.0,32.33048097384263,,pong,operator,0.98,0,
391.278,103.0,26.587591090582087,,pong,operator,1,0,
391.485,56.0,26.57235405454323,,pong,operator,0.735,0,
391.747,75.0,26.07086496455382,,pong,operator,0.97,0,
391.963,36.0,22.12894032709203,,pong,operator,0.875,0,
392.207,38.0,22.006817125609057,,pong,operator,1,0,
392.458,30.0,20.97951381705496,,pong,operator,1,0,
392.7,21.0,21.32902951378707,,pong,operator,1,0,
392.98,53.0,21.279097725232617,,pong,operator,1,0,
393.498,319.0,63.59518456612891,,pong,operator,0.985,0,
393.711,283.0,80.24105869191906,,pong,operator,0,0,
393.737,60.0,79.44834800044617,,pong,operator,0.25,0,
393.997,72.0,79.03265148025847,,pong,operator,0.95,0,
394.233,57.0,78.48337403552424,,pong,operator,0.89,0,
394.48,52.0,77.44643310056313,,pong,operator,0.965,0,
394.778,101.0,76.98329364219227,,pong,operator,0.99,0,
395.061,135.0,77.0551750371122,,pong,operator,0.745,0,
395.213,35.0,77.81662740057551,,pong,operator,0.575,0,
395.468,40.0,77.7010135069035,,pong,operator,1,0,
395.713,35.0,78.16514568527332,,pong,operator,1,0,
395.985,57.0,77.82152658487239,,pong,operator,1,0,
396.274,97.0,77.75499983923862,,pong,operator,0.965,0,
396.528,100.0,77.59355643350804,,pong,operator,0.765,0,
396.881,211.0,82.25594203460318,,pong,operator,0.75,0,
396.971,42.0,82.06332920373143,,pong,operator,0.25,0,
397.242,70.0,81.30528888085941,,pong,operator,1,0,
397.497,76.0,80.11841236569781,,pong,operator,0.9,0,
397.824,153.0,79.11535881230647,,pong,operator,0.87,0,
397.967,46.0,79.34826715184143,,pong,operator,0.25,0,
398.248,78.0,61.85870997684966,,pong,operator,1,0,
398.656,235.0,54.85927451215519,,pong,operator,0.86,0,
398.745,73.0,54.604830372413026,,pong,operator,0.25,0,
398.974,51.0,55.10680538735665,,pong,operator,0.885,0,
399.235,62.0,54.98042833590877,,pong,operator,0.995,0,
399.703,280.0,68.43849428501477,,pong,operator,0.94,0,
399.722,47.0,69.35940815779787,,pong,operator,0.25,0,
400.004,77.0,68.8853213681986,,pong,operator,1,0,
400.207,31.0,69.05973863257809,,pong,operator,0.865,0,
400.481,55.0,68.55917152358245,,pong,operator,1,0,
400.753,80.0,67.31974078975645,,pong,operator,0.975,0,
400.98,59.0,67.2631213964978,,pong,operator,0.85,0,
401.221,51.0,67.97740433408737,,pong,operator,0.955,0,
401.482,62.0,68.30920508979739,,pong,operator,0.995,0,
401.943,265.0,73.80736751842596,,pong,operator,0.94,0,
401.961,41.0,73.84334770309376,,pong,operator,0.25,0,
402.213,35.0,74.8139525757061,,pong,operator,1,0,
402.475,55.0,75.18949394696043,,pong,operator,1,0,
402.698,20.0,75.36396685419366,,pong,operator,0.975,0,
402.959,30.0,75.85860201717404,,pong,operator,1,0,
403.236,58.0,76.06725642482449,,pong,operator,1,0,
403.498,75.0,67.64486307178099,,pong,operator,0.96,0,
403.702,24.0,68.5666828714938,,pong,operator,0.875,0,
403.959,31.0,69.02311207124755,,pong,operator,1,0,
404.213,35.0,69.46616082669317,,pong,operator,1,0,
404.465,37.0,50.40575363983758,,pong,operator,1,0,
404.722,44.0,50.44390448805485,,pong,operator,1,0,
404.949,21.0,50.87777019485032,,pong,operator,1,0,
405.247,69.0,50.638201982297915,,pong,operator,1,0,
405.463,35.0,50.871676795639445,,pong,operator,0.905,0,
405.699,30.0,50.87659088421708,,pong,operator,1,0,
406.013,85.0,51.321803358806484,,pong,operator,1,0,
406.201,23.0,51.79563205522257,,pong,operator,0.825,0,
406.726,296.0,74.00505050332714,,pong,operator,1,0,
406.755,77.0,58.344215651596514,,pong,operator,0.25,0,
406.998,67.0,58.2840243977713,,pong,operator,0.865,0,
407.224,55.0,58.0631337425048,,pong,operator,0.915,0,
407.463,34.0,58.30360194704954,,pong,operator,0.975,0,
407.717,47.0,57.734110368135056,,pong,operator,1,0,
408.005,84.0,57.593641142056654,,pong,operator,1,0,
408.221,47.0,57.67547138949105,,pong,operator,0.83,0,
408.459,36.0,57.8215141621179,,pong,operator,1,0,
408.703,30.0,57.65524694249431,,pong,operator,1,0,
408.954,32.0,57.63124152749097,,pong,operator,1,0,
409.202,31.0,57.721746335328426,,pong,operator,1,0,
409.48,58.0,57.50258689833005,,pong,operator,1,0,
409.719,43.0,57.51695402227068,,pong,operator,0.96,0,
409.968,42.0,56.98462511941268,,pong,operator,1,0,
410.254,80.0,57.11164504722308,,pong,operator,1,0,
410.531,104.0,57.48345414117004,,pong,operator,0.85,0,
410.712,38.0,57.26558739766842,,pong,operator,0.73,0,
411.101,176.0,62.05320297937891,,pong,operator,1,0,
411.219,45.0,61.40187293560352,,pong,operator,0.25,0,
411.488,65.0,33.31137193211952,,pong,operator,1,0,
411.71,36.0,33.435759300485465,,pong,operator,0.925,0,
411.98,58.0,33.36536377742643,,pong,operator,1,0,
412.231,60.0,33.36779884859054,,pong,operator,0.96,0,
412.455,33.0,33.403405515006995,,pong,operator,0.95,0,
412.693,21.0,34.27167197555438,,pong,operator,1,0,
412.995,68.0,33.79093813435785,,pong,operator,1,0,
413.218,41.0,33.888456736771,,pong,operator,0.91,0,
413.467,36.0,33.888456736771,,pong,operator,1,0,
413.71,34.0,33.752740629465926,,pong,operator,1,0,
413.983,58.0,33.33807882887075,,pong,operator,1,0,
414.203,29.0,33.41687447981932,,pong,operator,0.96,0,
414.46,33.0,33.793490497431605,,pong,operator,1,0,
414.756,83.0,34.20526275297414,,pong,operator,1,0,
414.964,38.0,34.30393563426797,,pong,operator,0.835,0,
415.218,45.0,33.96685884800065,,pong,operator,1,0,
415.446,18.0,32.92548405111154,,pong,operator,1,0,
415.708,33.0,33.04012711839953,,pong,operator,1,0,
415.976,57.0,16.457445123712247,,pong,operator,1,0,
416.212,39.0,16.50113632450808,,pong,operator,0.965,0,
416.453,30.0,16.057708429287164,,pong,operator,1,0,
416.703,24.0,16.507271125173897,,pong,operator,1,0,
416.977,52.0,16.264685671724493,,pong,operator,1,0,
417.254,79.0,17.794591875061364,,pong,operator,0.99,0,
417.471,46.0,17.670880000724352,,pong,operator,0.855,0,
417.705,25.0,17.43961008738441,,pong,operator,1,0,
417.939,16.0,17.454512310574593,,pong,operator,1,0,
418.465,291.0,57.25740126830765,,pong,operator,1,0,
418.485,65.0,57.1680636369643,,pong,operator,0.25,0,
418.717,46.0,57.00988949296429,,pong,operator,0.925,0,
418.965,34.0,57.19377151403813,,pong,operator,1,0,
419.257,85.0,57.26471426629142,,pong,operator,1,0,
419.475,44.0,57.084586360943355,,pong,operator,0.825,0,
419.701,30.0,57.06949710659803,,pong,operator,1,0,
420.263,334.0,83.18610160357318,,pong,operator,1,0,ESTOP
420.502,323.0,99.52711941978426,,pong,operator,0,0,ESTOP
420.54,109.0,98.50121826657781,,pong,operator,0,0,ESTOP
420.727,56.0,97.98411861113004,,pong,operator,0.7050000000000001,0,ESTOP
421.099,168.0,99.13707681790903,,pong,operator,0.97,0,
421.221,50.0,98.85609490567589,,pong,operator,0.25,0,
421.466,35.0,98.69670713858694,,pong,operator,1,0,
421.719,47.0,97.98718028395346,,pong,operator,1,0,
421.961,30.0,98.60490606455645,,pong,operator,1,0,
422.265,94.0,98.53243120922167,,pong,operator,1,0,
422.471,40.0,98.69442740094294,,pong,operator,0.78,0,
422.706,35.0,98.35771449154358,,pong,operator,1,0,
422.981,53.0,97.16505287396288,,pong,operator,1,0,
423.205,26.0,87.60228307527153,,pong,operator,0.985,0,
423.449,18.0,88.73571716056618,,pong,operator,1,0,
423.691,19.0,89.48826738740671,,pong,operator,1,0,
423.965,37.0,89.41100323785659,,pong,operator,1,0,
424.215,38.0,89.90834221583667,,pong,operator,1,0,
424.469,40.0,89.99105511104979,,pong,operator,1,0,
424.694,15.0,90.45842967905203,,pong,operator,1,0,
424.97,41.0,69.06525899466388,,pong,operator,1,0,
425.239,58.0,35.131858760959396,,pong,operator,1,0,
425.506,84.0,33.429926712453316,,pong,operator,0.96,0,
425.726,45.0,33.40400425098763,,pong,operator,0.83,0,
425.968,46.0,19.150652730390156,,pong,operator,1,0,
426.205,22.0,19.573642992555065,,pong,operator,1,0,
426.512,90.0,22.203378121358018,,pong,operator,1,0,
426.731,52.0,22.2649388052157,,pong,operator,0.8,0,
427.0,71.0,22.7499450548787,,pong,operator,0.99,0,
427.237,58.0,20.175232340669588,,pong,operator,0.895,0,
427.448,28.0,20.473397373176734,,pong,operator,0.96,0,
427.699,29.0,20.643400882606528,,pong,operator,1,0,
427.987,64.0,21.032058862603062,,pong,operator,1,0,
428.235,62.0,20.950596650215,,pong,operator,0.9299999999999999,0,
428.492,66.0,20.363877332178173,,pong,operator,0.94,0,
428.691,17.0,20.511643035115448,,pong,operator,0.92,0,
428.961,37.0,20.511643035115448,,pong,operator,1,0,
429.201,29.0,20.825705270170324,,pong,operator,1,0,
429.457,37.0,20.89132595121717,,pong,operator,1,0,
429.749,70.0,20.027730775102807,,pong,operator,1,0,
429.993,64.0,20.120822547798586,,pong,operator,0.9,0,
430.211,32.0,20.49213263669743,,pong,operator,0.9299999999999999,0,
430.434,15.0,20.31034219307986,,pong,operator,1,0,
430.723,53.0,20.35165840908303,,pong,operator,1,0,
430.97,47.0,20.350122849752037,,pong,operator,0.985,0,
431.208,34.0,19.768345909559557,,pong,operator,1,0,
431.505,85.0,19.25746608461248,,pong,operator,1,0,
431.723,46.0,19.231744590650116,,pong,operator,0.825,0,
431.948,20.0,19.28801441310121,,pong,operator,1,0,
432.211,40.0,19.062725408503372,,pong,operator,1,0,
432.453,27.0,19.10523488471157,,pong,operator,1,0,
432.707,30.0,19.067970526513825,,pong,operator,1,0,
432.942,15.0,19.45276329985023,,pong,operator,1,0,
433.216,39.0,18.866040920129482,,pong,operator,1,0,
433.49,62.0,18.610413751445723,,pong,operator,1,0,
433.717,37.0,17.873094304009026,,pong,operator,0.94,0,
433.965,38.0,17.863370342687297,,pong,operator,1,0,
434.211,36.0,17.692583191834935,,pong,operator,1,0,
434.458,32.0,17.787355059142435,,pong,operator,1,0,
434.706,27.0,16.73163171959029,,pong,operator,1,0,
435.007,81.0,18.337393489806562,,pong,operator,1,0,
435.21,30.0,18.385048272985305,,pong,operator,0.845,0,
435.477,50.0,17.599644882781014,,pong,operator,1,0,
435.688,18.0,18.09723735822681,,pong,operator,1,0,
435.983,64.0,18.805517807281987,,pong,operator,1,0,
436.208,37.0,18.76459432015518,,pong,operator,0.9299999999999999,0,
436.439,19.0,16.329115101560156,,pong,operator,1,0,
436.711,42.0,16.24684584773303,,pong,operator,1,0,
436.976,56.0,16.235762994081924,,pong,operator,1,0,
437.208,35.0,16.256921602812756,,pong,operator,0.97,0,
