ts,t_ms,q0,q1,q2,q3,q4,q5,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,role,authority
"2026-05-19T13:23:55.374Z","1779197035374","0.7586877942085266","-2.4010526142516078","-1.092015027999878","-1.2675303679755707","-4.6753696838962","6.170469760894775","43.469608576238514","-137.57018118547003","-62.56785226925343","-72.6241404896644","-267.8789505506661","353.5418749123688","guest","operator"
"2026-05-19T13:23:55.649Z","1779197035649","0.7575802803039551","-2.3993689022459925","-1.0951417684555054","-1.2662424606135865","-4.675429288540975","6.1694016456604","43.406152703754515","-137.47371159363277","-62.74700130099369","-72.55034883341888","-267.88236564525107","353.48067641740556","guest","operator"
"2026-05-19T13:23:55.948Z","1779197035948","0.7564517259597778","-2.397674699822897","-1.0982266664505005","-1.264801786547043","-4.67543596426119","6.168264389038086","43.341491302882005","-137.37664094514855","-62.923752936335276","-72.46780428975198","-267.8827481358446","353.4155164127236","guest","operator"
"2026-05-19T13:23:56.148Z","1779197036148","0.75555819272995","-2.3962871036925257","-1.1007564067840576","-1.2637297374061127","-4.675513331090109","6.1673665046691895","43.29029561995817","-137.2971375432096","-63.06869638071212","-72.40638039854605","-267.8871809286159","353.36407142789506","guest","operator"
"2026-05-19T13:23:56.359Z","1779197036359","0.7544642090797424","-2.3947459659972132","-1.103764295578003","-1.2624456745437165","-4.6755526701556605","6.166354179382324","43.227614973944966","-137.20883685761967","-63.24103571384988","-72.33280901590126","-267.8894348910421","353.3060694614633","guest","operator"
"2026-05-19T13:23:56.660Z","1779197036660","0.7528805732727051","-2.3922702274718226","-1.108249545097351","-1.260423169737198","-4.675705734883444","6.164705753326416","43.13687932591593","-137.06698748893686","-63.49802158137161","-72.21692802644283","-267.89820485393636","353.2116216056204","guest","operator"
"2026-05-19T13:23:56.861Z","1779197036861","0.7512309551239014","-2.390012403527731","-1.1123783588409424","-1.2585324209979554","-4.675715510045187","6.163120746612549","43.042363168181296","-136.9376237060568","-63.734585183275","-72.10859610356455","-267.8987649294483","353.1208074104159","guest","operator"
"2026-05-19T13:23:57.142Z","1779197037142","0.7483726143836975","-2.3856803379454554","-1.1200318336486816","-1.2550875705531617","-4.675847117100851","6.160232067108154","42.878592307357316","-136.68941463161855","-64.17309698836816","-71.9112207120241","-267.90630545829197","352.95529826644815","guest","operator"
"2026-05-19T13:23:57.343Z","1779197037343","0.7452727556228638","-2.381322523156637","-1.1282951831817627","-1.2514557403377076","-4.676044050847189","6.157185077667236","42.70098348327489","-136.43973023631955","-64.6465520412551","-71.7031321687705","-267.91758893080083","352.78071863126263","guest","operator"
"2026-05-19T13:23:57.547Z","1779197037547","0.7419018745422363","-2.3766008816161097","-1.136988639831543","-1.2476374965957184","-4.676214996968405","6.153824329376221","42.50784622411444","-136.1692001036737","-65.14465041666746","-71.48436291720228","-267.92738342207065","352.58816193818166","guest","operator"
"2026-05-19T13:23:57.848Z","1779197037848","0.7370010018348694","-2.369842668572897","-1.1493099927902222","-1.242212103014328","-4.676381293927328","6.1489176750183105","42.227046902051455","-135.78198301924732","-65.8506119390908","-71.17351076279124","-267.9369115359628","352.3070313519439","guest","operator"
"2026-05-19T13:23:58.160Z","1779197038160","0.7319758534431458","-2.3630839786925257","-1.1616909503936768","-1.236683116560318","-4.676620904599325","6.143880844116211","41.93912710777874","-135.3947386140643","-66.55998855609916","-70.85672317399147","-267.95064021619453","352.01844219913255","guest","operator"
"2026-05-19T13:23:58.420Z","1779197038420","0.7272465229034424","-2.3567968807616175","-1.1732513904571533","-1.2316715282252808","-4.676877204571859","6.139146327972412","41.66815642793141","-135.03451443723782","-67.22235298105032","-70.56958031373684","-267.9653251229101","351.7471744060563","guest","operator"
"2026-05-19T13:23:58.623Z","1779197038623","0.7238654494285583","-2.3525124988951625","-1.1809831857681274","-1.228197531109192","-4.677080217991964","6.1357903480529785","41.474435187596924","-134.78903743846755","-67.66535222042818","-70.37053494094432","-267.9769569350666","351.5548909205421","guest","operator"
"2026-05-19T13:23:58.923Z","1779197038923","0.7187538146972656","-2.346161504785055","-1.1924711465835571","-1.2232201558402558","-4.677258674298422","6.130796432495117","41.18156009108136","-134.42515228024595","-68.32356389036396","-70.08535234498149","-267.9871817282541","351.26876063583194","guest","operator"
"2026-05-19T13:23:59.223Z","1779197039223","0.7136016488075256","-2.3396884403624476","-1.2042641639709473","-1.2181511682322999","-4.677582565938131","6.125610828399658","40.886362730247996","-134.05427300831425","-68.99925401438581","-69.7949207486415","-268.00573935222906","350.97164740693637","guest","operator"
"2026-05-19T13:23:59.518Z","1779197039518","0.7083689570426941","-2.3334490261473597","-1.2153958082199097","-1.2132241290858765","-4.677904550229208","6.120357036590576","40.586551576630285","-133.69678090715578","-69.63705024889244","-69.5126222000557","-268.0241876931772","350.6706273098356","guest","operator"
"2026-05-19T13:23:59.724Z","1779197039724","0.7049447894096375","-2.329391141931051","-1.2228755950927734","-1.2100472909263154","-4.678039137517111","6.116949558258057","40.39036122291084","-133.46428126780856","-70.06561046836488","-69.33060278131674","-268.0318989767502","350.47539318259993","guest","operator"
"2026-05-19T13:23:59.992Z","1779197039992","0.6999077796936035","-2.3234883747496546","-1.233575463294983","-1.205486760740616","-4.678343121205465","6.111870765686035","40.1017618248157","-133.1260776208662","-70.67866775769772","-69.06930364933415","-268.0493159591337","350.1843998032007","guest","operator"
"2026-05-19T13:24:00.212Z","1779197040212","0.6964970827102661","-2.31967892269277","-1.2403807640075684","-1.2024997037700196","-4.678458277379171","6.108555316925049","39.90634328247247","-132.90781209574928","-71.06858276684623","-68.89815789175384","-268.05591392187193","349.9944385820043","guest","operator"
"2026-05-19T13:24:00.480Z","1779197040480","0.6914556622505188","-2.314101358453268","-1.2502590417861938","-1.1982370179942627","-4.678749744092123","6.103580951690674","39.61749116737805","-132.58824120486273","-71.63456639241934","-68.65392398741253","-268.07261373439263","349.709428448318","guest","operator"
"2026-05-19T13:24:00.681Z","1779197040681","0.6879397034645081","-2.310230871240133","-1.2572362422943115","-1.1952316922000428","-4.678908650075094","6.10003662109375","39.41604156799769","-132.36647862289075","-72.03433053435101","-68.48173150334192","-268.08171837655624","349.5063532639152","guest","operator"
